# time mbps
17 9.998384
18 9.99908
19 10.00024
20 9.998704
21 8.203184
22 0.463232
23 1.1208
24 9.995824
25 9.998016
26 9.999512
27 10.004496
28 8.61096
29 0.47
30 0.457968
31 0.44368
32 8.004096
33 10.005784
34 9.99628
35 9.993496
36 10.009536
37 2.803464
38 0.499328
39 0.461728
40 0.43716
41 0.450448
42 0.407584
43 7.31576
44 9.995296
45 9.995448
46 10.001464
47 9.998336
48 0.660456
49 3.740528
50 9.997616
51 9.992008
52 10.003544
53 10.006896
54 9.994464
55 9.995968
56 9.89052
57 4.939344
58 10.00768
59 9.991968
60 9.99992
61 5.52932
62 10.005944
63 8.4176
64 9.99952
65 10.000136
66 3.154872
67 0.451952
68 0.424128
69 0.230864
70 0.397056
71 8.244896
72 9.998664
73 10.00368
74 6.24688
75 9.993856
76 4.96772
77 0.50384


# time mbps
0 6.300408
1 9.762528
2 0.0
3 0.0
4 0.002816
5 0.032304
6 1.608336
7 7.055984
8 5.34124
9 4.979792
10 3.924176
11 8.519064
12 10.006392
13 4.43452
14 9.561168
15 7.283616
16 7.494808
17 4.144328
18 7.030856
19 3.734344
20 7.365296
21 8.69132
22 4.52304
23 9.10724
24 7.368672
25 5.857456
26 5.455696
27 4.701304
28 3.91468
29 9.996792
30 8.262536
31 8.74552
32 5.667616
33 6.65556
34 4.774408
35 2.10856
36 0.893024
37 3.468624
38 9.383112
39 8.431816
40 8.317896
41 6.776208
42 7.972424
43 6.606936
44 8.000416
45 5.299984
46 3.825408
47 7.7484
48 3.800656
49 7.4396
50 6.715384
51 5.437168
52 0.344064
53 7.49712
54 4.311664
55 6.4414
56 7.152904
57 4.832528
58 9.264456
59 8.314792
60 1.607848
61 0.109792
62 4.7252
63 3.766704
64 2.39744
65 2.245968
66 4.238928
67 9.721256
68 9.993136
69 9.997528
70 10.007608
71 9.994752
72 10.002152
73 9.99756
74 8.033776
75 9.920704
76 8.818312
77 8.520808


# time mbps
0 0.032064
1 0.110624
2 7.110008
3 3.77896
4 4.118112
5 0.26548
6 7.240544
7 6.2522
8 7.633056
9 6.962224
10 5.215856
11 4.8432
12 5.138144
13 2.81996
14 8.513984
15 8.214176
16 9.121664
17 3.466768
18 7.63424
19 10.004832
20 9.998776
21 10.004896
22 9.995392
23 9.994864
24 9.777848
25 5.301024
26 0.000752
27 0.032656
28 7.6792
29 7.47716
30 4.598992
31 9.99216
32 10.001232
33 3.165008
34 1.704392
35 2.096832
36 0.32776
37 4.384416
38 9.994928
39 9.994568
40 7.1248
41 8.251712
42 6.00904
43 2.080496
44 7.119632
45 7.14768
46 2.874248
47 2.689384
48 9.59288
49 6.740496
50 10.00316
51 4.189568
52 0.737624
53 6.945872
54 8.058224
55 2.00916
56 9.895032
57 9.666448
58 6.340648
59 4.447912
60 2.5316
61 5.784256
62 9.44808
63 9.552936
64 5.065728
65 6.504016
66 4.529856
67 4.107096
68 2.333096
69 3.481792
70 9.999872
71 7.933424
72 4.242312
73 2.387912
74 8.60088
75 4.332312
76 9.383064
77 9.998808


# time mbps
0 0.035104
1 0.114352
2 9.754416
3 5.653184
4 1.500024
5 0.420248
6 1.09304
7 10.005632
8 8.85992
9 9.828784
10 9.994912
11 4.276568
12 2.149328
13 1.907648
14 0.989544
15 0.663408
16 10.01016
17 9.991896
18 10.003632
19 9.999856
20 6.658608
21 3.596832
22 10.01008
23 2.415296
24 6.024144
25 9.998736
26 10.001184
27 3.579224
28 0.70336
29 0.954512
30 1.239048
31 0.78424
32 4.324576
33 9.994864
34 10.003816
35 10.001904
36 9.993632
37 3.93252
38 2.352744
39 2.757152
40 3.982648
41 10.002128
42 9.999088
43 10.00452
44 9.994736
45 9.99872
46 10.005056
47 9.99828
48 9.998056
49 9.999928
50 8.18036
51 7.077704
52 8.760312
53 1.072128
54 10.002976
55 9.214256
56 10.006904
57 7.956512
58 2.381896
59 0.395552
60 0.155664
61 0.166944
62 0.257936
63 1.217872
64 10.003632
65 9.997616
66 10.001152
67 10.003048
68 9.090048
69 1.419144
70 0.48128
71 0.45096
72 5.01728
73 9.412312
74 8.933728
75 5.154432
76 1.722808
77 10.00288


# time mbps
0 0.045632
1 0.456672
2 2.810992
3 3.927336
4 8.748464
5 10.001312
6 10.004784
7 9.99752
8 10.00212
9 9.25372
10 0.113976
11 0.000752
12 0.032096
13 6.742096
14 7.545872
15 4.643392
16 7.195848
17 3.272656
18 6.643416
19 6.288832
20 8.810424
21 6.696784
22 5.332152
23 9.993704
24 8.82628
25 4.336072
26 3.528288
27 2.502168
28 4.060256
29 9.997456
30 9.549152
31 7.511664
32 7.596856
33 4.6864
34 4.32576
35 1.847264
36 0.63848
37 4.805728
38 9.172736
39 8.7614
40 7.565344
41 9.859832
42 4.045456
43 3.142968
44 8.25332
45 4.412352
46 3.368744
47 2.982256
48 8.717576
49 8.759552
50 4.673592
51 5.469008
52 4.702656
53 9.6562
54 3.357344
55 8.100192
56 3.685424
57 5.73068
58 7.213928
59 7.591344
60 2.294984
61 0.132624
62 3.86752
63 5.856392
64 4.51528
65 3.9698
66 7.796104
67 9.74548
68 6.758648
69 2.27716
70 7.357768
71 6.217688
72 6.340808
73 6.070064
74 9.940928
75 8.068104
76 10.001952
77 10.006904


